date,holiday,event_local_flag,rainfall_mm,lodging_occupancy_ratio,tourist_inflow_count,temperature_c,wind_speed_mps,snowfall_cm,typhoon_alert_flag,mobility_inflow_index,rail_ridership,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,y
2025-06-23,weekday,0.0,24.9,0.09,0.0,5.6,7.1,0.0,0,0.453,0.622,,0.081,0.0,0.0
2025-06-24,weekday,0.0,22.1,0.07,0.0,5.4,5.4,1.4,0,0.53,0.716,0.0,0.137,0.0,0.0
2025-06-25,weekday,0.0,19.9,0.002,0.0,7.5,5.3,0.0,0,0.544,0.616,,0.117,0.0,0.0
2025-06-26,weekday,0.0,21.1,0.0,0.0,7.8,5.7,1.6,0,0.31,0.59,0.012,0.068,0.0,0.0
2025-06-27,weekday,0.0,,0.0,0.0,7.0,7.0,0.0,0,0.355,0.569,0.0,0.201,0.0,0.0
2025-06-28,holiday,0.0,25.2,0.661,0.215,6.5,6.8,0.0,0,0.513,0.03,0.495,0.397,0.0,0.405
2025-06-29,holiday,0.0,22.3,0.513,0.342,6.4,6.5,2.5,0,,0.074,0.494,0.36,0.0,0.448
2025-06-30,weekday,0.0,25.6,0.041,0.0,9.3,5.9,2.3,0,0.374,0.629,0.049,0.088,,0.0
2025-07-01,weekday,0.0,25.8,0.05,0.0,6.7,5.3,1.8,0,0.259,0.57,0.0,0.029,0.0,0.0
2025-07-02,weekday,0.0,18.3,0.0,0.0,8.7,6.9,0.0,0,0.185,0.536,0.0,0.12,0.0,0.0
2025-07-03,weekday,0.0,19.2,,0.059,8.7,4.3,1.0,0,0.543,0.634,0.031,0.039,0.0,0.014
2025-07-04,weekday,1.0,21.2,0.132,0.191,9.1,4.5,3.2,0,0.371,0.665,0.202,0.0,0.0,0.212
2025-07-05,holiday,0.0,23.6,0.509,0.265,7.6,3.0,0.0,0,0.671,0.014,0.501,0.44,0.023,0.417
2025-07-06,holiday,0.0,23.6,0.534,0.271,9.2,4.4,0.0,0,0.664,0.027,0.512,0.494,,0.467
2025-07-07,weekday,0.0,21.9,0.0,0.0,9.3,5.2,0.0,0,0.277,0.659,0.011,0.04,0.0,0.0
2025-07-08,weekday,0.0,19.1,0.0,0.0,9.9,5.7,2.4,0,0.517,0.618,0.0,0.048,0.0,0.0
2025-07-09,weekday,0.0,18.9,0.024,,7.6,5.8,1.4,0,0.497,0.61,0.014,0.104,0.0,0.014
2025-07-10,weekday,1.0,20.6,0.298,0.104,8.2,6.4,0.0,0,0.417,0.529,,0.068,0.0,0.232
2025-07-11,weekday,0.0,20.4,0.0,0.0,9.2,7.0,0.9,0,0.518,0.657,0.021,0.103,0.0,0.0
2025-07-12,holiday,0.0,22.8,0.674,0.37,10.3,3.6,2.9,0,0.726,0.114,0.54,0.402,0.099,0.444
2025-07-13,holiday,0.0,20.7,0.551,0.26,10.4,7.0,1.5,0,0.789,0.073,0.458,0.453,,0.434
2025-07-14,weekday,0.0,21.7,0.0,0.0,10.1,5.5,0.6,0,0.434,0.64,0.098,0.075,0.0,0.0
2025-07-15,weekday,0.0,21.3,0.0,0.0,10.5,7.3,1.1,0,0.585,0.626,0.068,0.124,0.0,0.0
2025-07-16,weekday,0.0,20.9,,0.0,12.1,5.6,0.6,0,0.516,0.667,,0.069,0.0,0.008
2025-07-17,weekday,0.0,22.3,,0.04,11.5,5.6,3.1,0,0.48,0.668,0.024,0.037,0.0,0.0
2025-07-18,weekday,0.0,18.6,0.0,0.0,11.5,5.9,3.3,0,0.391,,0.023,0.028,0.0,0.0
2025-07-19,holiday,1.0,2.3,0.76,0.696,10.5,6.5,1.0,0,0.54,0.02,0.764,0.45,0.122,0.766
2025-07-20,holiday,0.0,3.1,0.573,0.384,11.1,6.2,0.0,0,0.691,0.025,0.488,0.415,0.052,0.524
2025-07-21,weekday,0.0,2.8,0.03,0.127,11.0,4.1,0.0,0,0.366,0.653,0.0,0.074,0.0,0.028
2025-07-22,weekday,0.0,0.8,0.05,0.0,10.4,5.4,1.8,0,0.535,0.703,0.033,0.171,0.0,0.02
2025-07-23,weekday,,5.6,0.131,0.011,11.3,3.9,2.5,0,0.47,,0.073,,0.0,0.054
2025-07-24,weekday,0.0,2.6,0.0,0.0,12.5,5.7,5.0,0,0.422,0.632,0.035,0.068,0.0,0.0
2025-07-25,weekday,0.0,4.3,0.0,0.077,11.5,4.1,0.0,0,0.491,0.63,0.0,0.083,0.0,0.0
2025-07-26,holiday,0.0,3.5,0.547,0.508,13.3,6.6,0.0,0,0.604,0.108,0.6,0.438,0.026,0.469
2025-07-27,holiday,0.0,,0.57,0.252,12.2,4.6,1.7,0,0.557,,0.503,0.371,0.12,0.461
2025-07-28,weekday,0.0,2.2,0.0,0.0,11.2,3.9,0.7,0,0.533,0.685,0.07,0.0,0.0,0.005
2025-07-29,weekday,0.0,5.2,0.049,0.03,14.6,5.3,0.0,0,0.414,0.793,0.069,0.03,0.0,0.021
2025-07-30,weekday,0.0,3.8,,0.0,13.7,3.5,0.6,0,0.263,0.638,0.034,0.012,0.0,0.006
2025-07-31,weekday,0.0,10.3,0.049,0.0,14.3,4.8,0.0,0,0.377,0.593,0.05,0.034,0.0,0.0
2025-08-01,holiday,0.0,10.6,0.307,0.085,13.9,10.0,0.0,0,0.566,0.077,0.263,0.196,0.0,0.361
2025-08-02,holiday,0.0,9.3,0.476,0.33,15.3,9.7,0.9,0,0.81,0.146,0.492,0.435,0.137,0.431
2025-08-03,holiday,0.0,14.4,0.537,0.335,15.0,6.6,0.4,0,0.61,0.104,0.427,0.357,0.0,0.443
2025-08-04,holiday,0.0,10.7,,0.173,14.2,9.2,1.1,0,0.457,0.099,0.324,0.194,0.0,0.424
2025-08-05,holiday,0.0,9.6,0.322,0.181,15.2,7.8,2.5,0,0.616,0.096,0.336,0.19,0.0,0.47
2025-08-06,holiday,0.0,10.7,0.308,0.413,14.4,9.3,0.0,0,0.631,0.056,0.279,0.215,0.0,0.463
2025-08-07,holiday,0.0,11.6,0.23,0.118,15.7,8.6,0.0,0,0.778,0.179,0.303,0.252,0.0,0.402
2025-08-08,holiday,0.0,12.3,0.359,0.186,15.6,9.4,3.1,0,0.636,0.078,0.239,0.15,0.0,0.441
2025-08-09,holiday,1.0,12.1,0.824,0.597,14.6,8.4,0.0,0,0.63,0.063,0.712,0.472,0.068,0.775
2025-08-10,holiday,0.0,9.5,0.582,0.383,15.5,8.2,0.0,0,0.604,0.039,0.462,0.301,0.153,0.505
2025-08-11,holiday,,9.9,0.256,0.202,15.9,6.9,1.0,0,0.452,0.034,0.286,0.184,0.0,0.431
2025-08-12,holiday,0.0,13.2,0.324,0.185,14.5,10.1,0.0,0,0.468,0.045,0.296,0.209,0.0,0.435
2025-08-13,holiday,0.0,14.8,0.275,0.082,16.5,8.1,1.3,0,0.664,0.067,0.265,0.22,0.0,0.358
2025-08-14,holiday,0.0,13.3,0.281,0.344,17.7,8.3,0.4,0,0.639,0.026,0.276,0.272,0.014,0.476
2025-08-15,holiday,0.0,9.9,0.224,0.215,16.8,7.5,0.0,0,0.615,0.076,0.341,0.114,0.0,0.443
2025-08-16,holiday,0.0,10.7,0.594,0.423,17.0,7.4,2.6,0,0.691,0.041,0.575,0.301,0.161,0.508
2025-08-17,holiday,0.0,12.2,0.537,0.497,17.9,8.6,0.0,0,0.796,0.076,0.587,0.346,0.0,0.475
2025-08-18,,0.0,12.4,0.271,0.251,17.8,6.6,0.0,0,0.566,0.076,0.325,0.234,0.016,0.429
2025-08-19,holiday,0.0,10.0,0.224,0.23,18.1,10.2,0.0,0,0.666,0.095,0.249,0.257,0.0,0.37
2025-08-20,holiday,0.0,9.6,0.398,0.224,16.9,9.6,0.7,0,0.611,0.164,0.35,0.175,0.0,0.413
2025-08-21,holiday,0.0,12.6,0.281,0.064,19.4,7.9,0.1,0,0.584,0.051,0.372,0.203,0.114,0.437
2025-08-22,holiday,0.0,13.0,0.307,0.315,18.4,8.0,0.0,0,0.558,0.084,0.338,0.186,0.0,0.432
2025-08-23,holiday,1.0,11.7,0.821,,18.6,6.8,0.0,0,0.685,0.051,0.78,0.417,0.185,0.692
2025-08-24,holiday,1.0,10.5,0.831,0.673,18.9,8.3,0.4,0,0.688,0.0,0.79,0.351,0.183,0.777
2025-08-25,holiday,0.0,9.8,0.328,0.281,19.9,7.5,0.3,0,0.491,0.076,0.336,0.172,0.017,0.478
2025-08-26,holiday,0.0,9.7,0.248,0.239,19.5,9.2,0.8,0,0.627,,0.339,0.144,0.08,0.47
2025-08-27,holiday,0.0,,0.295,0.358,19.7,10.3,1.8,0,0.441,0.07,0.368,0.16,0.021,0.485
2025-08-28,holiday,0.0,11.2,0.319,0.3,19.9,8.2,0.7,0,0.528,0.121,0.32,0.251,0.049,0.447
2025-08-29,holiday,0.0,11.2,0.357,0.223,20.9,8.8,0.0,0,0.47,,0.233,0.244,0.068,0.454
2025-08-30,holiday,0.0,12.2,0.551,0.517,21.1,8.9,5.3,0,0.649,0.064,0.579,0.323,0.171,0.484
2025-08-31,holiday,0.0,,0.624,0.457,20.4,9.4,0.0,0,0.702,0.005,0.543,0.421,0.208,0.516
2025-09-01,weekday,0.0,17.4,0.055,0.071,20.8,7.0,0.7,0,0.466,0.652,0.163,0.0,0.036,0.0
2025-09-02,weekday,0.0,9.9,0.0,0.004,20.2,7.2,0.0,0,0.398,0.671,0.053,0.0,0.0,0.0
2025-09-03,weekday,0.0,9.0,0.022,0.045,20.8,9.4,0.0,0,0.526,0.669,,0.073,0.123,0.019
2025-09-04,weekday,0.0,8.3,0.112,0.185,22.0,8.8,0.9,0,0.329,0.597,0.147,0.0,0.026,0.059
2025-09-05,weekday,0.0,11.0,0.0,0.02,21.7,9.0,0.0,0,0.307,0.679,0.078,0.062,,0.018
2025-09-06,holiday,1.0,10.3,0.902,0.72,21.6,12.2,0.0,0,0.669,,0.771,0.259,0.178,0.82
2025-09-07,holiday,0.0,10.1,0.649,0.527,20.8,8.3,0.0,0,0.786,0.163,0.599,0.356,0.143,0.53
2025-09-08,weekday,0.0,11.7,0.003,0.064,20.9,7.1,5.4,0,0.518,0.712,0.119,0.0,0.021,0.021
2025-09-09,weekday,0.0,14.7,0.041,0.114,22.7,6.8,0.0,0,0.343,0.677,0.005,0.002,0.116,0.0
2025-09-10,weekday,0.0,13.7,0.06,0.136,23.5,9.1,0.0,0,0.37,0.635,0.086,0.036,0.0,0.044
2025-09-11,weekday,0.0,10.2,0.037,0.028,22.1,6.9,0.0,0,,0.602,0.097,0.0,0.042,0.035
