date,temperature_c,wind_speed_mps,holiday,special_local_index,rainfall_mm,snowfall_cm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,rail_ridership,temple_shrine_visits,onsen_visitors_count,y
2025-06-24,6.8,3.1,weekday,0.0,20.6,0.8,0.0,0,0.385,0.0,0.068,0.572,0.02,0.126,0.0
2025-06-25,6.1,3.4,weekday,0.0,26.0,0.0,0.0,0,0.464,0.0,0.019,0.564,0.0,0.139,0.0
2025-06-26,7.8,2.8,weekday,0.0,19.4,0.0,0.0,0,0.412,0.0,0.0,0.593,0.02,0.107,0.022
2025-06-27,5.9,2.1,weekday,0.0,22.6,0.0,0.0,0,0.331,0.0,0.0,0.531,0.079,0.143,0.0
2025-06-28,8.3,2.3,holiday,0.126,21.0,1.4,1.0,0,,0.572,0.844,0.105,0.703,0.43,0.688
2025-06-29,7.7,6.4,holiday,0.172,24.2,0.0,0.0,0,0.553,0.389,0.729,0.017,0.474,0.487,0.413
2025-06-30,7.4,4.3,weekday,,24.5,0.0,0.0,0,0.318,0.0,0.031,0.623,0.022,0.101,0.0
2025-07-01,7.5,3.5,weekday,0.0,22.4,1.5,0.0,0,0.425,0.0,0.076,0.61,0.0,0.133,0.0
2025-07-02,6.1,2.8,weekday,0.0,19.9,1.0,0.0,0,,0.0,0.009,0.546,0.0,0.112,0.0
2025-07-03,7.0,3.4,weekday,0.0,19.8,0.0,0.0,0,0.375,0.0,,0.596,0.029,0.121,0.0
2025-07-04,7.4,4.3,weekday,0.0,18.2,0.0,0.0,0,0.48,0.0,0.0,0.755,0.0,0.015,0.07
2025-07-05,8.2,3.8,holiday,0.077,24.0,0.0,0.0,0,0.616,0.393,0.597,0.057,0.553,0.403,0.454
2025-07-06,8.5,3.5,holiday,0.052,,4.4,1.0,0,0.75,0.458,0.802,0.108,0.737,0.416,0.666
2025-07-07,7.9,5.0,weekday,0.0,21.4,0.0,0.0,0,0.45,0.0,0.133,0.698,0.048,0.089,0.0
2025-07-08,8.5,3.4,weekday,,22.9,0.0,0.0,0,,0.0,0.0,,0.0,0.021,0.0
2025-07-09,9.4,4.3,weekday,0.0,20.3,0.0,0.0,0,0.404,0.082,0.049,0.641,0.0,0.197,0.0
2025-07-10,10.4,2.6,weekday,0.0,26.1,0.0,0.0,0,0.608,0.0,0.0,0.692,0.027,0.117,0.0
2025-07-11,9.6,4.2,weekday,0.0,25.7,0.6,0.0,0,0.355,0.0,0.04,0.573,0.0,0.04,0.0
2025-07-12,9.9,4.9,holiday,0.02,20.5,1.9,0.0,0,0.637,0.365,0.552,0.06,0.569,0.495,0.47
2025-07-13,8.8,3.7,holiday,0.007,20.7,0.0,0.0,0,0.756,0.326,0.588,0.068,0.545,0.449,0.449
2025-07-14,10.9,3.2,weekday,0.0,21.8,0.0,0.0,0,0.665,0.0,,0.691,0.09,0.023,0.0
2025-07-15,10.4,4.3,weekday,0.0,20.1,2.7,0.0,1,0.418,0.0,0.0,0.571,0.115,0.115,0.0
2025-07-16,10.9,4.2,weekday,0.0,20.8,0.2,0.0,0,0.447,0.0,0.0,0.708,0.009,0.114,0.0
2025-07-17,11.2,3.9,weekday,0.0,20.0,0.0,0.0,0,0.298,0.0,0.012,0.494,0.062,0.056,0.027
2025-07-18,10.1,5.2,weekday,0.0,20.0,2.5,0.0,0,0.334,0.0,0.035,0.653,0.106,0.12,0.0
2025-07-19,12.6,4.0,holiday,0.199,4.6,0.0,0.0,0,0.583,0.393,0.597,0.008,0.6,0.443,0.485
2025-07-20,11.8,3.4,holiday,0.201,1.9,1.5,0.0,0,0.631,0.431,0.605,0.088,,0.364,0.503
2025-07-21,10.1,5.7,weekday,0.0,2.7,0.0,0.0,0,0.272,0.0,0.0,0.645,0.029,0.07,0.033
2025-07-22,10.0,4.7,weekday,0.027,1.2,0.8,0.0,0,0.413,0.0,0.004,0.617,0.037,0.061,0.018
2025-07-23,13.1,2.5,weekday,0.042,6.8,0.0,1.0,0,0.496,0.214,0.226,0.663,0.283,0.045,0.242
2025-07-24,11.5,3.3,weekday,0.008,,0.1,0.0,0,0.412,0.0,0.078,0.598,0.0,0.107,0.0
2025-07-25,12.6,4.6,weekday,0.0,2.6,0.0,,0,0.46,,0.035,0.661,0.0,0.062,0.073
2025-07-26,12.6,4.1,holiday,0.285,2.5,0.9,0.0,1,0.616,0.415,,0.073,0.51,0.393,0.557
2025-07-27,12.9,4.3,holiday,0.204,9.6,0.0,0.0,0,0.777,0.533,0.639,0.071,0.577,0.333,0.526
2025-07-28,13.8,3.4,weekday,0.0,3.3,0.0,0.0,0,0.536,0.028,0.0,0.647,0.021,0.001,0.011
2025-07-29,13.8,4.5,weekday,0.0,7.4,0.0,0.0,0,0.436,0.0,0.0,0.672,0.106,0.011,0.0
2025-07-30,12.2,3.1,weekday,0.114,2.4,0.6,,0,0.432,0.101,0.03,0.667,0.0,0.054,0.044
2025-07-31,12.5,3.1,weekday,0.017,2.4,0.0,1.0,0,0.497,0.437,0.275,0.653,0.191,0.035,0.313
2025-08-01,14.8,6.3,holiday,0.097,13.7,3.5,0.0,0,0.567,0.134,,0.068,0.329,0.212,0.399
2025-08-02,14.5,5.3,holiday,0.289,8.9,0.0,0.0,0,0.732,0.591,,0.182,0.53,0.349,0.569
2025-08-03,14.4,4.5,holiday,0.162,14.9,0.6,0.0,0,0.714,0.444,0.552,0.097,0.661,0.355,0.489
2025-08-04,15.7,7.7,holiday,0.194,10.3,1.7,1.0,0,0.413,0.552,0.524,0.081,0.512,0.179,0.64
2025-08-05,14.8,6.0,holiday,0.097,9.9,2.0,0.0,0,0.579,0.273,0.304,0.022,0.349,0.14,0.42
2025-08-06,15.0,5.9,holiday,0.12,13.2,1.3,0.0,0,0.552,0.21,0.045,0.093,0.286,0.201,0.341
2025-08-07,16.4,7.7,holiday,0.198,14.3,1.4,0.0,0,0.573,0.146,0.262,0.062,0.314,0.193,0.419
2025-08-08,14.9,5.6,holiday,0.042,16.4,0.0,0.0,0,0.494,0.117,,0.067,0.269,0.243,0.411
2025-08-09,15.8,8.3,holiday,0.267,12.6,0.5,0.0,0,0.621,0.475,0.552,0.068,0.524,0.4,0.446
2025-08-10,16.1,6.4,holiday,0.219,16.2,0.0,0.0,0,0.594,0.399,0.662,0.055,0.585,0.35,0.451
2025-08-11,14.2,4.1,holiday,0.102,10.8,0.0,0.0,0,0.643,,0.258,0.084,0.296,0.248,0.405
2025-08-12,17.8,6.2,holiday,0.074,12.5,0.0,0.0,0,0.596,0.25,0.381,0.03,0.257,0.198,0.397
2025-08-13,17.3,8.2,holiday,,13.1,0.0,0.0,1,0.59,0.272,0.355,0.029,0.298,0.222,0.423
2025-08-14,17.8,10.9,holiday,,9.5,0.0,0.0,0,0.512,0.313,0.336,,0.304,0.131,0.454
2025-08-15,18.5,5.5,holiday,0.171,10.7,1.2,0.0,0,0.597,0.054,0.278,0.143,0.285,0.322,0.344
2025-08-16,16.3,7.9,holiday,0.237,,0.0,0.0,1,0.829,,0.494,0.112,0.5,0.414,0.457
2025-08-17,16.9,3.3,holiday,0.31,10.5,0.2,0.0,0,0.715,0.51,0.599,0.17,0.603,0.341,0.533
2025-08-18,17.3,5.4,holiday,0.103,12.1,4.3,0.0,0,0.689,0.177,0.312,0.055,0.351,0.122,0.436
2025-08-19,17.3,6.0,holiday,0.24,10.4,1.3,0.0,0,0.49,0.28,0.295,0.002,0.318,0.146,0.446
2025-08-20,16.6,7.3,holiday,0.177,12.2,0.0,0.0,0,0.66,0.306,0.295,0.172,0.361,0.174,0.46
2025-08-21,18.3,5.9,holiday,0.231,9.3,1.9,1.0,0,0.621,0.373,0.526,0.045,0.429,0.244,0.707
2025-08-22,18.1,7.3,holiday,0.151,10.5,1.3,0.0,0,0.55,0.001,0.256,0.016,0.356,0.105,0.376
2025-08-23,19.0,8.7,holiday,0.353,8.9,2.1,0.0,0,0.611,0.608,0.539,0.121,0.547,0.338,0.496
2025-08-24,19.4,8.2,holiday,0.288,,1.0,0.0,0,0.735,0.421,0.653,0.159,0.593,0.421,0.515
2025-08-25,17.7,6.3,holiday,0.264,12.2,1.7,0.0,0,0.392,0.22,0.302,0.05,0.324,0.192,0.414
2025-08-26,20.1,6.8,holiday,0.291,10.6,3.8,0.0,0,,0.259,0.324,0.026,0.277,0.094,0.476
2025-08-27,21.3,7.1,holiday,0.216,15.7,1.3,0.0,0,0.473,,0.318,0.04,0.379,0.162,0.43
2025-08-28,20.7,7.4,holiday,0.27,12.2,0.1,0.0,0,0.613,0.175,0.326,,0.355,0.149,0.438
2025-08-29,20.0,7.1,holiday,0.208,19.1,1.9,0.0,0,0.543,0.117,0.212,0.009,0.221,0.221,0.396
2025-08-30,21.6,8.0,holiday,0.43,10.9,3.3,0.0,0,0.675,0.407,0.627,0.152,0.56,0.408,0.432
2025-08-31,20.9,5.8,holiday,0.346,12.1,1.5,0.0,0,0.788,0.489,0.563,0.078,0.558,0.423,0.447
2025-09-01,22.1,8.7,weekday,0.181,15.8,1.2,1.0,0,0.565,0.277,0.304,0.663,0.307,0.012,0.237
2025-09-02,20.7,6.4,weekday,0.203,9.6,0.0,0.0,0,0.3,0.121,0.015,0.682,0.144,0.008,0.025
2025-09-03,19.9,6.0,weekday,0.184,10.6,0.6,0.0,0,0.588,0.015,0.073,0.711,0.137,0.016,0.052
2025-09-04,21.3,5.1,weekday,,9.2,0.0,0.0,0,0.561,0.0,0.0,0.671,0.036,0.0,0.0
2025-09-05,21.4,5.6,weekday,0.13,13.0,1.7,0.0,0,0.423,0.0,0.007,0.707,0.146,0.016,0.0
2025-09-06,21.3,7.0,holiday,0.349,13.1,1.6,0.0,0,0.714,0.387,0.663,0.039,0.542,0.369,0.56
2025-09-07,20.8,9.6,holiday,0.324,11.3,1.3,1.0,0,0.766,0.726,0.877,0.078,0.806,0.306,0.774
2025-09-08,21.8,7.3,weekday,0.204,8.9,0.0,0.0,0,0.48,0.0,0.069,,0.038,0.009,0.044
2025-09-09,22.9,6.2,weekday,0.225,10.9,0.0,1.0,0,0.277,0.188,0.254,0.705,0.319,0.0,0.265
2025-09-10,23.6,5.4,weekday,0.303,9.7,0.0,0.0,0,0.441,0.204,0.062,0.62,0.059,0.042,0.044
2025-09-11,23.3,7.8,weekday,0.185,9.6,0.0,0.0,0,0.436,0.052,0.0,0.707,0.072,0.002,0.061
