date,rail_ridership,mobility_inflow_index,holiday,rainfall_mm,temperature_c,wind_speed_mps,snowfall_cm,event_local_flag,typhoon_alert_flag,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,beach_crowd_index,snow_quality_index,ski_resort_visitors,y
2025-04-13,,0.697,holiday,3.1,4.8,3.9,0.0,0.0,0,0.254,0.574,0.558,0.458,0.109,0.5,0.487,0.369
2025-04-14,0.697,0.321,weekday,2.7,5.7,3.6,0.9,0.0,0,0.0,0.014,0.0,0.043,,,,0.403
2025-04-15,0.621,0.367,weekday,8.4,6.0,3.2,0.0,0.0,0,0.0,0.0,0.053,0.023,0.0,0.499,0.199,0.356
2025-04-16,0.645,0.456,weekday,0.4,5.9,5.0,0.0,0.0,0,0.047,0.118,0.0,0.101,0.045,0.425,0.206,0.404
2025-04-17,0.641,0.527,weekday,4.1,5.2,6.7,0.0,0.0,0,0.0,0.0,0.017,0.065,0.0,0.434,0.178,0.446
2025-04-18,0.711,0.51,weekday,6.8,4.9,4.1,0.0,0.0,0,0.054,0.06,0.0,,0.0,0.432,0.214,0.373
2025-04-19,0.083,0.572,holiday,5.6,6.4,3.4,0.0,0.0,0,0.365,0.566,0.464,0.429,0.0,0.555,0.505,0.311
2025-04-20,0.0,0.547,holiday,2.8,4.7,5.8,0.0,0.0,0,0.473,0.549,,0.535,0.093,0.463,0.463,0.299
2025-04-21,0.661,0.365,weekday,3.7,4.4,4.7,0.0,0.0,0,0.0,0.0,0.0,0.034,0.0,0.515,0.202,0.372
2025-04-22,0.646,0.387,weekday,2.0,5.0,6.5,0.5,0.0,0,0.053,0.023,0.078,0.029,0.006,0.497,0.327,0.388
2025-04-23,0.639,0.469,weekday,9.1,4.1,2.1,0.2,0.0,0,0.0,0.022,0.069,0.068,0.0,0.602,0.337,0.35
2025-04-24,0.709,0.586,weekday,6.2,4.1,3.0,2.5,0.0,0,0.0,0.054,0.0,0.162,0.005,0.558,0.292,0.441
2025-04-25,0.656,0.425,weekday,4.1,5.7,4.1,0.0,0.0,0,0.081,0.05,0.035,0.141,0.0,0.489,0.2,0.415
2025-04-26,0.0,0.554,holiday,6.6,4.0,3.1,0.0,0.0,0,0.385,0.634,0.462,0.439,0.208,0.589,0.47,0.27
2025-04-27,0.096,0.645,holiday,1.9,3.6,5.6,3.5,,0,0.421,0.638,0.547,,0.183,0.643,0.544,0.368
2025-04-28,0.632,0.48,weekday,1.7,4.8,2.5,3.1,1.0,0,0.244,0.3,0.277,0.119,0.0,0.488,0.301,0.409
2025-04-29,0.736,0.54,weekday,6.7,5.9,5.3,2.6,0.0,0,0.067,0.008,0.026,0.046,0.0,0.416,0.233,0.396
2025-04-30,0.724,0.494,weekday,3.6,4.6,4.1,0.3,0.0,0,0.007,0.0,0.0,0.112,0.0,0.443,0.083,0.474
2025-05-01,0.083,0.589,holiday,2.4,6.1,4.0,0.0,0.0,0,0.039,0.28,0.209,0.282,0.0,0.527,0.348,0.301
2025-05-02,0.075,0.594,holiday,4.8,3.8,3.7,0.0,1.0,0,0.461,0.525,0.498,0.373,0.0,0.548,0.353,0.407
2025-05-03,0.092,0.652,holiday,5.4,2.8,5.4,0.0,0.0,0,0.363,0.576,0.475,0.488,0.182,0.491,0.422,0.417
2025-05-04,,0.783,holiday,4.8,5.3,5.4,0.0,0.0,0,0.197,,0.486,0.511,0.154,0.491,0.469,0.336
2025-05-05,0.0,0.491,holiday,0.8,3.5,5.6,1.4,1.0,0,0.555,0.517,0.364,0.272,0.0,0.635,0.397,0.282
2025-05-06,0.181,0.569,holiday,3.9,3.4,3.5,0.0,0.0,0,0.27,0.297,0.213,0.255,0.087,0.642,0.349,0.392
2025-05-07,0.081,0.487,holiday,2.3,5.3,4.0,0.2,0.0,0,0.241,0.262,0.283,0.292,0.0,0.483,0.338,0.265
2025-05-08,0.0,0.627,holiday,5.8,5.7,4.0,0.0,0.0,0,0.217,0.219,0.205,0.194,0.0,0.452,0.357,0.298
2025-05-09,0.079,0.505,holiday,1.6,4.5,3.8,0.3,0.0,0,0.224,0.295,0.251,0.319,0.055,0.549,0.471,0.32
2025-05-10,0.085,0.62,holiday,1.1,4.4,4.2,1.7,0.0,1,0.459,0.679,0.449,0.406,0.164,0.573,0.426,0.38
2025-05-11,0.014,0.65,holiday,2.8,4.0,3.5,1.5,0.0,0,0.372,0.562,0.467,0.448,0.125,0.639,0.548,0.333
2025-05-12,0.074,,holiday,4.7,5.3,5.4,0.5,1.0,0,0.481,0.55,0.405,0.306,0.0,0.419,0.332,0.375
2025-05-13,0.0,0.486,holiday,4.1,3.6,2.7,0.0,0.0,0,0.106,0.292,0.176,0.286,0.0,0.473,0.401,0.235
2025-05-14,0.094,0.5,holiday,2.6,5.0,5.1,1.8,1.0,0,0.402,0.566,0.458,0.317,0.031,0.591,0.465,0.359
2025-05-15,0.082,0.53,holiday,0.5,4.8,3.4,0.2,0.0,0,0.285,0.256,0.229,0.298,0.077,0.49,0.415,0.34
2025-05-16,0.0,,holiday,5.3,4.1,2.2,3.6,0.0,0,0.19,0.281,0.189,0.262,0.101,0.611,,0.243
2025-05-17,0.157,0.7,holiday,5.7,5.4,5.0,0.9,,0,0.49,0.518,0.503,0.495,0.105,0.561,0.505,0.376
2025-05-18,0.098,0.582,holiday,5.7,4.3,4.8,0.8,0.0,0,0.429,0.504,0.491,0.458,0.122,0.524,0.398,0.347
2025-05-19,0.032,0.626,holiday,3.7,4.7,3.6,0.6,0.0,0,0.274,,0.34,,0.067,0.602,0.379,0.256
2025-05-20,,0.527,holiday,4.9,4.4,4.7,1.8,0.0,0,0.386,0.403,0.234,0.28,0.123,0.535,0.425,0.331
2025-05-21,0.059,0.486,holiday,5.0,4.8,5.6,4.5,0.0,1,0.106,0.259,0.257,0.241,0.019,0.545,0.399,0.294
2025-05-22,0.108,0.596,holiday,3.3,5.2,4.7,2.1,0.0,0,0.247,0.342,0.219,0.236,0.0,,0.416,0.394
2025-05-23,0.111,0.59,holiday,11.5,5.2,4.2,0.8,0.0,1,0.197,0.343,0.096,0.303,0.042,0.499,0.381,0.381
2025-05-24,0.074,0.655,holiday,1.3,5.3,4.1,0.0,0.0,0,0.336,0.579,0.565,0.449,0.052,0.531,0.496,0.388
2025-05-25,0.118,0.822,holiday,6.0,3.7,5.0,1.8,1.0,0,0.707,0.815,0.784,0.52,0.072,0.483,0.402,0.456
2025-05-26,0.084,0.588,holiday,3.2,4.5,3.5,0.0,0.0,0,0.135,0.169,0.38,0.251,0.01,0.476,0.376,0.343
2025-05-27,0.013,0.574,holiday,3.7,4.2,2.8,2.2,0.0,0,0.332,0.352,0.274,0.276,0.0,0.502,0.317,0.258
2025-05-28,0.039,0.656,holiday,1.3,5.2,3.2,0.0,1.0,0,0.357,0.417,0.445,0.265,0.087,0.584,0.448,0.344
2025-05-29,0.205,0.48,holiday,,5.5,2.5,0.0,0.0,0,0.0,0.249,0.239,0.235,0.119,0.495,0.404,0.329
2025-05-30,0.048,0.433,holiday,0.6,5.6,2.6,0.9,0.0,0,0.176,0.212,0.29,0.286,0.042,0.598,0.423,0.26
2025-05-31,0.103,0.758,holiday,2.5,5.2,3.8,0.0,0.0,0,0.476,0.592,0.445,0.466,0.122,0.526,0.469,0.406
2025-06-01,0.18,0.762,holiday,,5.9,5.1,0.0,0.0,0,0.311,0.544,0.521,0.494,0.113,0.527,0.532,0.427
2025-06-02,0.656,0.422,weekday,2.5,4.7,3.4,4.3,0.0,0,0.021,0.0,0.0,0.139,0.173,,0.351,0.357
2025-06-03,0.681,0.319,weekday,3.5,5.7,3.3,0.6,0.0,0,0.092,0.0,0.0,0.14,,0.457,0.225,0.388
2025-06-04,0.674,0.437,weekday,2.5,5.8,3.7,0.6,0.0,0,0.0,0.048,0.049,0.074,0.0,,0.225,0.419
2025-06-05,0.661,0.352,weekday,0.1,6.2,3.8,0.0,0.0,0,0.0,0.027,0.043,0.038,,0.502,0.326,0.391
2025-06-06,0.557,0.408,weekday,3.9,6.3,4.8,0.0,0.0,0,0.056,0.105,0.0,0.071,0.0,0.478,0.222,0.38
2025-06-07,0.117,0.66,holiday,4.2,6.4,2.7,0.0,0.0,0,0.304,,0.45,0.447,0.187,0.455,0.477,0.341
2025-06-08,0.064,0.786,holiday,19.4,5.7,4.7,0.0,0.0,0,,,0.415,0.463,0.042,0.457,0.422,0.371
2025-06-09,0.643,0.469,weekday,21.8,6.7,5.4,2.2,1.0,0,0.288,0.364,0.207,0.121,0.0,0.546,0.186,0.375
2025-06-10,0.675,0.529,weekday,19.3,6.5,5.0,0.0,0.0,0,0.0,0.072,0.006,0.133,0.0,0.392,,0.378
2025-06-11,,0.281,weekday,19.7,6.9,3.0,2.0,0.0,0,0.024,,0.054,0.054,0.0,0.53,0.302,0.297
2025-06-12,0.647,0.336,weekday,18.9,7.9,4.3,3.7,1.0,0,0.144,0.251,0.32,0.034,0.0,0.427,0.234,0.459
2025-06-13,0.587,0.31,weekday,21.5,6.1,5.3,0.0,0.0,0,0.0,0.0,0.067,0.148,0.0,0.359,0.15,0.33
2025-06-14,0.0,0.737,holiday,19.9,6.7,1.4,0.0,0.0,0,0.406,0.587,0.46,,,0.53,0.499,0.296
2025-06-15,0.042,0.58,holiday,22.1,7.4,4.5,4.7,0.0,0,0.286,0.523,0.426,0.445,0.0,0.368,0.319,0.249
2025-06-16,0.688,,weekday,20.0,7.6,4.8,2.2,0.0,0,0.062,0.0,0.0,0.0,0.0,0.393,0.175,0.314
2025-06-17,0.564,0.354,weekday,24.4,7.2,3.6,0.0,0.0,0,,0.083,0.07,,0.0,0.369,0.16,0.298
2025-06-18,0.583,0.446,weekday,20.5,6.0,3.8,0.0,0.0,0,0.0,0.0,0.0,0.083,0.0,0.511,0.289,0.287
2025-06-19,0.701,0.513,weekday,18.6,8.4,2.5,0.0,0.0,0,0.0,0.0,0.024,0.06,0.0,0.392,0.189,0.409
2025-06-20,0.587,0.396,weekday,24.0,8.8,1.3,1.7,0.0,0,0.013,0.01,0.015,0.061,0.0,0.494,0.166,0.3
2025-06-21,0.112,0.7,holiday,26.9,7.4,3.2,2.4,0.0,0,,0.619,0.523,0.442,0.019,0.459,0.456,0.304
2025-06-22,0.127,0.594,holiday,19.9,7.6,3.2,0.0,0.0,0,0.417,0.532,0.412,,0.0,0.395,0.36,0.349
2025-06-23,0.614,0.378,weekday,20.6,7.0,3.2,0.0,0.0,0,0.0,0.0,0.119,0.149,0.0,0.493,0.177,0.277
2025-06-24,0.655,0.495,weekday,19.8,8.0,2.7,0.0,0.0,0,0.028,0.0,0.069,0.077,0.0,0.398,0.202,0.388
2025-06-25,0.662,0.373,,22.1,8.3,2.6,3.0,0.0,0,0.0,0.007,0.0,0.104,0.0,0.429,0.254,0.359
2025-06-26,0.635,0.516,weekday,21.0,7.8,3.7,0.0,0.0,0,0.0,0.065,0.067,0.082,0.0,0.4,0.161,0.412
2025-06-27,0.549,0.39,weekday,22.1,7.9,3.0,0.0,0.0,0,0.0,0.013,0.0,0.098,0.0,,0.259,0.263
2025-06-28,0.143,0.568,holiday,22.4,8.3,4.5,0.0,1.0,0,0.507,0.743,0.747,0.465,0.0,0.389,0.272,0.362
2025-06-29,,0.751,,18.4,7.9,4.0,0.0,0.0,0,0.34,0.538,,0.368,0.113,0.524,0.49,0.301
2025-06-30,0.625,0.415,weekday,23.2,9.6,4.4,0.0,0.0,0,0.0,0.064,0.0,0.099,0.0,0.298,0.075,0.358
2025-07-01,0.614,0.508,weekday,18.9,9.7,3.9,0.9,0.0,0,0.0,0.0,0.039,0.045,0.0,0.414,0.265,0.316
2025-07-02,,0.477,weekday,23.9,10.6,1.8,2.0,0.0,0,0.0,0.0,0.0,0.134,0.0,0.387,0.098,0.306
2025-07-03,0.527,0.476,weekday,19.6,10.0,2.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.264,0.094,0.337
2025-07-04,0.705,0.497,weekday,21.2,10.5,3.6,0.0,0.0,0,0.0,0.0,0.0,0.042,0.0,0.28,0.168,0.437
2025-07-05,0.138,0.574,holiday,24.1,10.5,4.2,0.9,0.0,0,0.355,0.428,0.512,0.319,0.086,0.28,0.266,0.302
2025-07-06,0.045,0.841,holiday,25.2,11.6,5.7,0.0,0.0,0,0.238,0.575,0.512,0.369,0.0,0.266,0.375,0.278
2025-07-07,0.667,0.485,weekday,,10.5,4.6,0.0,0.0,0,0.0,0.0,0.0,0.096,0.0,0.297,0.106,0.357
2025-07-08,0.602,0.371,weekday,20.5,10.2,2.6,0.0,0.0,0,0.0,0.043,0.0,0.0,0.0,0.326,0.107,0.333
2025-07-09,0.665,0.417,weekday,26.8,10.1,3.4,0.7,0.0,0,0.0,0.074,0.045,0.095,0.0,0.325,0.118,0.312
2025-07-10,0.664,0.407,weekday,21.2,10.8,2.1,1.5,0.0,0,0.0,,,0.0,0.0,0.435,0.114,0.383
2025-07-11,0.617,0.403,weekday,21.4,11.1,3.3,0.0,0.0,0,0.0,0.045,0.064,0.006,0.0,0.301,0.02,0.383
2025-07-12,0.026,0.741,holiday,19.1,10.7,4.1,0.5,0.0,0,0.224,0.578,0.517,0.509,0.0,0.34,0.328,0.283
2025-07-13,0.0,0.629,holiday,23.9,13.4,5.7,0.0,0.0,0,0.29,0.565,0.553,,0.0,0.32,0.414,0.244
2025-07-14,0.672,0.433,weekday,20.5,12.1,4.6,1.0,0.0,0,0.0,0.017,0.062,0.064,0.0,0.24,0.128,0.376
2025-07-15,0.599,0.378,weekday,24.0,11.3,2.4,3.1,1.0,0,0.215,0.249,0.212,0.079,0.0,0.331,0.17,0.349
2025-07-16,0.633,0.465,weekday,19.7,12.5,3.3,0.0,0.0,0,0.075,0.01,0.064,0.03,0.0,0.241,0.081,0.34
2025-07-17,0.602,0.347,weekday,19.1,13.3,2.7,0.0,0.0,0,0.0,0.046,0.0,0.083,0.0,0.215,0.119,0.298
2025-07-18,0.681,0.409,weekday,18.7,12.9,6.8,1.4,0.0,0,0.111,0.023,0.031,0.066,,0.304,0.113,0.416
2025-07-19,0.014,0.752,holiday,21.4,13.2,5.0,0.1,1.0,0,0.516,0.749,0.841,0.357,0.043,0.229,0.259,0.278
2025-07-20,,0.776,holiday,21.0,13.2,4.0,1.1,0.0,0,0.337,0.664,0.516,0.361,,0.324,0.428,0.321
2025-07-21,0.65,0.407,weekday,6.4,12.4,4.4,0.0,1.0,0,0.327,0.176,0.259,0.08,0.0,0.303,0.165,0.439
2025-07-22,0.645,0.28,weekday,5.3,13.3,5.4,0.0,0.0,0,0.0,0.038,0.008,0.049,0.0,0.355,0.192,0.343
2025-07-23,0.645,0.488,weekday,1.4,12.8,3.0,0.0,0.0,0,0.136,0.045,0.094,0.067,0.0,0.384,0.224,0.411
2025-07-24,0.698,0.547,weekday,2.9,13.2,3.7,2.8,0.0,0,,0.0,0.005,0.077,0.0,0.365,0.246,0.48
2025-07-25,0.647,0.434,weekday,4.8,13.1,4.4,0.0,1.0,0,0.263,0.206,0.222,0.0,0.034,0.332,0.212,0.391
2025-07-26,0.019,,holiday,1.6,15.9,1.9,0.0,0.0,0,,0.633,0.529,0.362,0.209,0.177,0.254,0.346
2025-07-27,0.093,0.661,holiday,3.5,14.6,4.8,0.6,0.0,0,,0.61,0.675,,0.066,,0.459,0.344
2025-07-28,,0.279,weekday,1.9,14.0,2.6,0.0,0.0,0,0.0,0.071,0.033,0.096,0.0,0.298,0.131,0.334
2025-07-29,0.631,0.485,weekday,1.7,15.2,3.9,0.0,0.0,0,0.0,0.0,0.0,,0.006,0.296,0.124,0.37
2025-07-30,0.714,0.505,weekday,3.3,14.2,3.0,0.0,0.0,0,0.087,0.024,0.0,,,0.258,0.102,0.415
2025-07-31,0.636,0.311,weekday,2.2,14.5,4.8,0.3,0.0,0,0.03,0.019,0.09,0.024,0.0,0.236,0.185,0.361
2025-08-01,0.022,0.62,holiday,15.7,15.0,8.6,0.0,0.0,0,0.249,0.3,0.271,0.198,0.0,0.241,,0.317
2025-08-02,0.193,0.756,holiday,13.7,16.0,9.8,0.0,0.0,0,0.337,0.442,0.551,0.437,0.0,0.26,0.3,0.388
2025-08-03,0.039,0.686,holiday,13.5,15.4,8.7,0.6,0.0,0,0.458,0.645,0.576,0.397,0.123,0.283,0.308,0.278
2025-08-04,0.0,0.459,holiday,18.8,17.4,7.5,0.0,0.0,0,0.249,0.324,0.367,0.098,0.0,0.162,0.118,0.25
2025-08-05,0.081,0.659,holiday,13.8,16.1,8.4,1.0,0.0,0,,0.281,0.325,0.218,0.0,0.176,0.215,0.308
2025-08-06,0.081,0.567,holiday,13.7,17.2,7.8,0.0,0.0,0,0.123,0.199,0.353,0.246,0.0,0.194,0.129,0.272
2025-08-07,0.062,0.634,holiday,14.2,17.2,8.6,0.0,0.0,0,0.33,0.331,0.343,0.231,0.0,0.186,0.064,0.308
2025-08-08,0.06,0.682,holiday,13.8,16.9,7.9,0.0,1.0,0,0.435,0.555,0.467,0.163,0.0,0.259,0.142,0.355
2025-08-09,0.071,0.694,holiday,15.1,16.7,6.9,1.9,0.0,0,,0.572,0.554,0.34,0.174,0.221,0.355,0.4
2025-08-10,0.126,0.786,holiday,13.0,17.9,7.5,0.8,0.0,0,0.574,0.628,0.625,0.359,0.054,0.12,0.207,0.39
2025-08-11,0.065,0.621,holiday,17.2,18.4,7.4,0.0,0.0,0,0.192,0.323,0.29,0.205,0.0,0.076,0.137,0.307
2025-08-12,0.087,0.675,holiday,10.9,18.1,9.3,1.4,0.0,0,0.351,0.295,0.311,0.23,0.104,0.144,0.162,0.351
2025-08-13,0.062,0.605,holiday,15.6,17.4,7.4,0.0,1.0,0,0.539,0.592,0.508,0.167,0.0,0.095,0.176,0.349
2025-08-14,0.173,0.553,holiday,14.8,19.5,8.5,0.0,1.0,0,0.442,0.538,0.465,0.159,0.109,0.099,0.025,0.36
2025-08-15,0.0,0.549,,17.8,17.8,9.9,1.8,0.0,0,0.308,0.299,0.347,0.12,0.0,0.14,0.212,0.212
2025-08-16,0.085,0.743,holiday,13.6,17.4,9.1,0.0,0.0,0,0.45,0.549,0.598,0.467,0.133,0.194,0.259,0.383
2025-08-17,0.09,0.644,holiday,11.6,18.0,5.0,0.6,0.0,0,0.502,0.616,0.557,0.413,0.151,0.162,,0.313
2025-08-18,0.0,0.383,,,18.9,6.9,0.0,1.0,0,0.522,0.604,0.521,0.158,0.019,0.145,0.11,0.269
2025-08-19,0.04,0.504,holiday,13.8,19.7,7.9,0.0,0.0,0,0.187,0.277,,0.153,0.102,0.255,0.335,0.312
2025-08-20,0.029,0.63,holiday,15.8,18.8,8.2,1.7,0.0,0,0.277,0.413,0.362,0.128,0.0,0.178,0.183,0.316
2025-08-21,0.165,0.687,holiday,14.6,19.9,8.8,0.0,0.0,0,0.187,0.329,0.306,0.223,0.014,0.072,0.074,0.356
2025-08-22,0.09,0.622,holiday,12.9,20.3,8.6,0.0,0.0,0,0.331,0.352,0.328,0.154,,0.171,0.122,0.337
2025-08-23,0.124,0.753,holiday,11.7,18.7,7.6,0.1,0.0,0,0.344,0.606,0.605,0.341,0.215,0.044,0.187,0.341
2025-08-24,0.026,0.572,holiday,11.6,19.8,10.0,0.0,0.0,0,0.42,0.722,0.612,0.365,0.125,0.047,0.158,0.265
2025-08-25,0.08,0.718,holiday,16.5,20.0,8.4,0.0,0.0,0,,0.259,0.343,0.09,0.029,0.152,0.161,0.367
2025-08-26,0.047,0.635,holiday,13.8,20.1,7.0,0.5,0.0,0,0.093,0.207,0.394,0.159,0.135,0.207,0.217,0.3
2025-08-27,0.07,0.563,holiday,13.8,21.1,7.3,0.0,0.0,1,0.255,0.33,0.343,0.13,0.141,0.048,0.119,0.314
2025-08-28,0.022,0.616,holiday,14.1,20.6,7.9,0.4,,0,0.291,0.222,0.261,0.219,0.088,0.1,0.055,0.263
2025-08-29,0.071,0.564,holiday,12.7,21.4,6.3,0.0,0.0,0,0.16,0.267,0.375,0.231,0.131,0.082,0.149,0.313
2025-08-30,0.072,0.721,holiday,13.5,20.5,8.8,1.3,0.0,0,,0.532,0.558,0.317,0.191,0.12,0.296,0.348
2025-08-31,0.13,,holiday,14.8,20.2,8.7,0.0,0.0,0,0.345,0.595,0.648,0.338,0.066,0.157,0.248,0.354
2025-09-01,0.619,0.219,weekday,13.7,21.5,7.8,0.0,1.0,0,0.373,0.225,0.319,0.0,0.0,0.015,,0.393
2025-09-02,0.77,0.464,weekday,12.9,21.1,8.2,0.0,0.0,0,0.004,0.0,0.062,0.0,0.0,0.079,0.001,0.399
2025-09-03,0.597,0.445,weekday,12.1,20.4,4.4,1.8,0.0,0,0.0,0.0,0.104,0.041,0.0,0.051,0.023,0.372
2025-09-04,0.544,0.529,weekday,15.0,22.6,8.8,0.0,0.0,0,,0.0,0.033,0.005,0.004,0.006,0.0,0.362
2025-09-05,0.609,0.331,weekday,11.2,21.7,7.6,0.0,0.0,0,0.045,0.0,0.109,0.1,0.0,0.125,0.0,0.32
2025-09-06,0.06,0.698,holiday,16.2,23.5,7.4,0.0,0.0,0,0.386,0.506,0.638,0.42,0.332,0.009,0.201,0.365
2025-09-07,0.108,0.706,holiday,12.2,22.6,8.2,0.0,1.0,0,0.63,0.83,0.779,0.239,0.253,0.034,0.141,0.343
2025-09-08,0.634,0.574,weekday,16.5,22.4,7.9,0.0,0.0,0,0.145,0.003,,0.0,0.0,0.0,0.0,0.369
2025-09-09,0.595,0.409,weekday,19.0,23.4,8.0,2.2,0.0,0,0.096,,0.131,0.0,0.0,0.014,0.0,0.345
2025-09-10,0.701,0.473,weekday,14.0,22.5,8.0,0.0,0.0,0,0.096,0.03,0.169,0.022,0.065,0.007,0.064,0.431
2025-09-11,0.707,0.5,weekday,20.5,22.7,8.4,0.0,0.0,0,0.252,0.0,0.137,0.002,0.016,0.066,0.0,0.405
