date,snowfall_cm,snow_quality_index,wind_speed_mps,rail_ridership,holiday,temperature_c,rainfall_mm,event_local_flag,typhoon_alert_flag,mobility_inflow_index,tourist_inflow_count,lodging_occupancy_ratio,temple_shrine_visits,onsen_visitors_count,y
2025-07-14,1.1,0.294,5.0,0.661,weekday,11.2,21.4,1.0,0,0.476,0.286,0.408,0.212,0.006,1
2025-07-15,1.7,0.35,5.7,0.572,weekday,10.7,22.5,0.0,0,,0.0,0.064,0.059,0.0,0
2025-07-16,1.0,0.306,4.2,0.611,weekday,10.8,22.8,0.0,0,0.31,0.0,0.024,0.024,0.024,0
2025-07-17,1.7,0.277,5.6,0.554,weekday,11.0,23.4,0.0,0,0.465,0.0,0.006,0.124,0.017,0
2025-07-18,0.8,0.357,4.1,0.654,weekday,10.8,21.5,0.0,0,0.516,0.0,0.029,,0.031,0
2025-07-19,0.0,0.4,2.6,0.184,holiday,11.2,2.1,0.0,0,0.647,0.44,0.562,0.545,0.411,0
2025-07-20,0.0,0.291,6.1,0.108,holiday,12.8,1.4,0.0,0,0.664,,0.666,0.44,0.433,1
2025-07-21,0.8,0.345,3.4,0.627,weekday,12.4,4.3,0.0,0,0.461,0.0,0.0,0.046,0.05,0
2025-07-22,3.0,0.306,4.2,0.701,weekday,12.8,1.2,0.0,0,0.454,0.036,0.052,0.082,0.19,0
2025-07-23,1.4,0.355,4.7,0.655,weekday,12.9,1.5,1.0,0,0.439,0.325,0.282,0.254,0.082,1
2025-07-24,1.7,0.258,1.7,0.639,weekday,11.9,2.7,0.0,0,0.555,0.02,0.0,0.0,0.018,0
2025-07-25,1.8,0.301,3.8,0.604,weekday,12.8,7.0,0.0,0,0.554,0.112,0.085,0.113,0.009,0
2025-07-26,0.0,0.215,7.1,0.114,holiday,13.6,5.5,0.0,0,0.674,0.396,0.559,0.519,0.353,0
2025-07-27,0.0,0.274,3.8,0.133,holiday,13.0,1.7,0.0,0,0.579,0.446,0.625,0.513,0.397,0
2025-07-28,0.5,0.311,4.7,0.656,weekday,12.7,5.6,0.0,0,0.474,0.0,0.049,0.085,0.041,1
2025-07-29,2.2,0.343,4.5,0.7,weekday,12.9,3.2,0.0,0,0.342,0.0,0.0,0.088,0.0,0
2025-07-30,1.4,0.312,2.7,0.665,weekday,14.6,0.6,1.0,0,0.381,0.3,0.237,0.226,0.055,1
2025-07-31,0.1,0.306,3.4,0.653,weekday,13.1,1.2,0.0,0,,0.027,0.0,0.078,0.101,0
2025-08-01,0.0,0.308,6.7,0.009,holiday,15.1,9.7,0.0,0,0.601,0.322,0.36,0.366,0.286,0
2025-08-02,0.0,0.267,5.7,0.103,holiday,15.8,9.5,0.0,0,0.675,0.44,0.616,,0.348,0
2025-08-03,0.0,0.121,8.7,0.094,holiday,14.5,12.1,0.0,0,0.808,0.39,0.668,0.521,0.397,0
2025-08-04,2.2,0.252,10.2,0.029,holiday,14.1,11.4,0.0,0,0.613,0.164,0.254,0.286,0.08,1
2025-08-05,1.3,0.168,4.8,,holiday,14.6,10.5,0.0,0,0.455,0.094,0.193,0.352,0.238,1
2025-08-06,1.0,0.272,8.9,0.049,holiday,15.2,11.6,0.0,0,0.534,0.268,0.292,,0.238,1
2025-08-07,0.0,0.115,7.2,0.075,holiday,17.4,13.8,0.0,0,0.642,0.272,,0.29,0.285,0
2025-08-08,0.3,0.214,6.9,0.076,holiday,15.6,17.8,0.0,0,0.66,0.073,0.175,0.354,0.321,0
2025-08-09,1.2,0.265,6.3,0.074,holiday,16.1,8.9,0.0,0,0.741,0.402,0.54,0.592,0.4,0
2025-08-10,2.7,0.184,8.6,0.052,holiday,17.0,14.4,0.0,0,0.629,0.478,0.608,0.607,0.296,1
2025-08-11,0.0,0.158,7.0,0.034,holiday,17.6,10.8,0.0,0,0.644,0.293,0.32,0.347,0.2,0
2025-08-12,1.2,0.293,6.9,0.098,holiday,16.0,9.5,0.0,0,0.635,0.104,0.367,0.377,0.201,0
2025-08-13,0.0,0.151,5.8,0.073,holiday,16.8,9.3,0.0,0,0.565,0.245,0.402,0.224,0.186,0
2025-08-14,0.8,0.153,5.8,0.083,holiday,17.3,,0.0,0,0.423,,0.323,0.292,0.271,0
2025-08-15,0.0,0.139,5.9,0.058,holiday,18.3,11.2,0.0,0,0.592,0.248,0.342,0.294,0.144,0
2025-08-16,0.0,0.165,6.1,0.144,holiday,18.5,10.3,1.0,0,0.452,0.677,0.919,0.798,,0
2025-08-17,0.3,0.202,6.8,0.082,holiday,17.4,10.5,0.0,0,0.639,0.311,0.592,0.558,0.358,1
2025-08-18,0.0,0.167,6.3,0.009,holiday,18.3,11.5,0.0,0,0.488,0.161,0.231,0.309,0.209,0
2025-08-19,0.0,0.194,7.2,0.089,holiday,16.6,10.1,1.0,0,0.671,0.457,0.523,0.5,0.195,0
2025-08-20,0.0,0.166,6.4,0.0,holiday,18.1,,0.0,0,,0.316,0.427,0.268,0.083,0
2025-08-21,0.0,0.155,6.1,0.118,holiday,17.8,13.7,0.0,0,0.702,0.222,0.329,0.261,0.139,0
2025-08-22,0.6,0.242,7.8,0.114,holiday,19.0,13.7,0.0,0,0.527,0.383,0.292,0.412,0.148,0
2025-08-23,0.6,0.086,6.6,0.012,holiday,20.6,,0.0,0,0.625,0.499,0.585,0.583,0.369,0
2025-08-24,0.0,0.12,7.0,0.108,holiday,20.9,10.4,1.0,0,0.569,0.738,,,0.372,0
2025-08-25,0.0,0.214,6.4,0.06,holiday,19.9,11.1,0.0,0,0.485,0.248,0.233,0.318,0.177,0
2025-08-26,0.0,0.041,7.6,0.049,holiday,19.6,14.7,0.0,0,0.514,0.266,,0.275,0.116,0
2025-08-27,0.2,0.158,8.5,0.0,holiday,19.9,11.8,0.0,0,0.476,0.396,0.313,0.241,0.157,0
2025-08-28,2.1,0.196,6.5,0.023,holiday,20.6,9.9,0.0,0,0.698,0.202,,0.369,0.138,1
2025-08-29,0.0,,6.2,0.052,holiday,20.7,9.4,0.0,0,0.588,0.181,,0.309,0.216,0
2025-08-30,0.5,0.126,6.5,0.094,holiday,20.5,13.4,0.0,0,0.811,0.443,0.645,0.598,0.366,0
2025-08-31,2.2,0.036,7.6,,holiday,20.6,10.4,0.0,0,0.614,0.436,0.617,0.567,0.412,0
2025-09-01,2.1,,5.8,0.628,weekday,21.6,9.9,0.0,0,0.481,0.0,0.0,0.055,0.0,0
2025-09-02,0.0,0.02,7.7,,weekday,21.5,13.2,0.0,0,0.399,0.14,0.0,0.038,0.0,0
2025-09-03,0.0,0.031,7.2,0.607,weekday,21.3,13.1,0.0,0,0.41,0.002,0.041,0.097,0.073,0
2025-09-04,0.0,0.076,9.8,0.761,weekday,22.4,,0.0,1,,0.0,0.0,0.0,0.076,1
2025-09-05,0.0,0.067,8.5,0.666,weekday,21.3,13.9,0.0,0,0.544,0.159,0.071,0.099,0.0,0
2025-09-06,0.0,0.005,5.2,,holiday,22.6,10.3,0.0,0,,0.457,0.516,0.553,0.359,0
2025-09-07,0.0,0.016,9.2,0.071,holiday,22.1,14.4,0.0,0,0.646,0.496,0.514,0.649,0.394,1
2025-09-08,0.0,,7.8,0.699,weekday,23.1,11.8,0.0,0,0.437,0.04,0.033,0.099,,0
2025-09-09,2.7,0.033,6.1,0.655,weekday,21.3,11.1,0.0,0,0.264,,0.054,0.074,0.0,0
2025-09-10,0.0,0.023,7.0,0.677,weekday,22.1,12.5,0.0,0,0.45,0.043,0.0,0.076,0.004,0
2025-09-11,0.0,0.046,3.8,0.646,weekday,22.5,8.9,0.0,0,0.444,0.144,0.0,0.037,0.062,0
